"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","3","Sat",2023-06-17,"21:45","Cyprus cy",1,"ge Georgia",2,3763,"AEK Arena - George Karapatakis","Fábio Veríssimo","","https://fbref.com/en/matches/0498c4f2/Cyprus-Georgia-June-17-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"18:00","Ukraine ua",1,"mt Malta",0,7543,"City Arena Trnava","Ruddy Buquet","","https://fbref.com/en/matches/62af26a2/Ukraine-Malta-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"19:00","Finland fi",6,"sm San Marino",0,32812,"Helsingin olympiastadion","Genc Nuza","","https://fbref.com/en/matches/9a665605/Finland-San-Marino-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"19:45","England eng",7,"mk N. Macedonia",0,70708,"Old Trafford","István Kovács","","https://fbref.com/en/matches/40be9cd8/England-North-Macedonia-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"19:45","Rep. of Ireland ie",3,"gi Gibraltar",0,42156,"Aviva Stadium","Marian Barbu","","https://fbref.com/en/matches/8b082a3c/Republic-of-Ireland-Gibraltar-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"19:45","Northern Ireland nir",0,"kz Kazakhstan",1,18002,"Windsor Park","Roi Reinshreiber","","https://fbref.com/en/matches/c2193105/Northern-Ireland-Kazakhstan-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"20:00","Armenia am",2,"lv Latvia",1,13450,"Vazgen Sargsyan anvan Hanrapetakan Marza...","Peter Kráľovič","","https://fbref.com/en/matches/c11dddd4/Armenia-Latvia-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"20:45","France fr",1,"gr Greece",0,76500,"Stade de France","Antonio Matéu","","https://fbref.com/en/matches/123207fa/France-Greece-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"20:45","Slovenia si",1,"dk Denmark",1,14382,"Stadion Stožice","François Letexier","","https://fbref.com/en/matches/6856d2fd/Slovenia-Denmark-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"20:45","Switzerland ch",2,"ro Romania",2,14400,"swissporarena","Daniele Orsato","","https://fbref.com/en/matches/709c33c3/Switzerland-Romania-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"21:45","Türkiye tr",2,"wls Wales",0,28766,"19 Mayıs Stadyumu","Fabio Maresca","","https://fbref.com/en/matches/b8b98c83/Turkiye-Wales-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"21:45","Belarus by",2,"xk Kosovo",1,NA,"Szusza Ferenc Stadion","Julian Weinberger","","https://fbref.com/en/matches/e1de1a65/Belarus-Kosovo-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Mon",2023-06-19,"21:45","Israel il",2,"ad Andorra",1,13300,"Teddi Malcha Stadium","Dragomir Draganov","","https://fbref.com/en/matches/fd82a49e/Israel-Andorra-June-19-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"18:45","Iceland is",0,"pt Portugal",1,9517,"Laugardalsvöllur","Daniel Siebert","","https://fbref.com/en/matches/ec9db329/Iceland-Portugal-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"19:45","Faroe Islands fo",1,"al Albania",3,2507,"Tórsvøllur","Chrysovalantis Theouli","","https://fbref.com/en/matches/ef410b8b/Faroe-Islands-Albania-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"19:45","Scotland sct",2,"ge Georgia",0,50062,"Hampden Park","István Vad II","","https://fbref.com/en/matches/efa49da3/Scotland-Georgia-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"20:45","Bosnia & Herz'na ba",0,"lu Luxembourg",2,8600,"Stadion Bilino Polje","Gal Leibovitz","","https://fbref.com/en/matches/0bcd83f9/Bosnia-and-Herzegovina-Luxembourg-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"20:45","Austria at",2,"se Sweden",0,46300,"Ernst-Happel-Stadion","Marco Guida","","https://fbref.com/en/matches/237a3893/Austria-Sweden-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"20:45","Liechtenstein li",0,"sk Slovakia",1,2316,"Rheinpark Stadion","Igal Frid","","https://fbref.com/en/matches/326896d1/Liechtenstein-Slovakia-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"20:45","Hungary hu",2,"lt Lithuania",0,58274,"Puskás Aréna","António Nobre","","https://fbref.com/en/matches/925e657d/Hungary-Lithuania-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"20:45","Norway no",3,"cy Cyprus",1,23643,"Ullevaal Stadion","Aleksandar Stavrev","","https://fbref.com/en/matches/bc2003c1/Norway-Cyprus-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"21:45","Bulgaria bg",1,"rs Serbia",1,6700,"Huvepharma Arena","Craig Pawson","","https://fbref.com/en/matches/45ad393f/Bulgaria-Serbia-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"21:45","Estonia ee",0,"be Belgium",3,11772,"A. Le Coq Arena","John Beaton","","https://fbref.com/en/matches/9ee627aa/Estonia-Belgium-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","4","Tue",2023-06-20,"21:45","Moldova md",3,"pl Poland",2,9442,"Stadionul Zimbru","Filip Glova","","https://fbref.com/en/matches/c456cd5c/Moldova-Poland-June-20-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"19:00","Lithuania lt",2,"me Montenegro",2,11328,"S. Dariaus ir S. Girėno stadionas","Mohammed Al Hakim","","https://fbref.com/en/matches/965ee3ab/Lithuania-Montenegro-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:00","Kazakhstan kz",0,"fi Finland",1,30019,"Astana Arena","Radu Petrescu","","https://fbref.com/en/matches/1af3c57b/Kazakhstan-Finland-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","Serbia rs",1,"hu Hungary",2,6924,"Stadion Rajko Mitić","Juan Martínez","","https://fbref.com/en/matches/0c9ec616/Serbia-Hungary-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","Netherlands nl",3,"gr Greece",0,32079,"Philips Stadion","Michael Oliver","","https://fbref.com/en/matches/0f788310/Netherlands-Greece-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","Czechia cz",1,"al Albania",1,18641,"Fortuna Arena","Anthony Taylor","","https://fbref.com/en/matches/248ee808/Czechia-Albania-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","France fr",2,"ie Rep. of Ireland",0,43995,"Parc des Princes","Urs Schnyder","","https://fbref.com/en/matches/8ccbbab8/France-Republic-of-Ireland-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","Slovenia si",4,"nir Northern Ireland",2,12587,"Stadion Stožice","Marco Guida","","https://fbref.com/en/matches/977eb123/Slovenia-Northern-Ireland-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","Denmark dk",4,"sm San Marino",0,36262,"Parken","Vitālijs Spasjoņņikovs","","https://fbref.com/en/matches/a3a9342c/Denmark-San-Marino-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Thu",2023-09-07,"20:45","Poland pl",2,"fo Faroe Islands",0,54129,"Stadion Narodowy","David Smajc","","https://fbref.com/en/matches/dfe80ec7/Poland-Faroe-Islands-September-7-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"20:00","Georgia ge",1,"es Spain",7,51694,"Boris Paichadze Stadioni","Daniel Siebert","","https://fbref.com/en/matches/5993cfc5/Georgia-Spain-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"20:45","Croatia hr",5,"lv Latvia",0,8152,"Stadion HNK Rijeka","Philip Farrugia","","https://fbref.com/en/matches/9f791906/Croatia-Latvia-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"20:45","Bosnia & Herz'na ba",2,"li Liechtenstein",1,6189,"Stadion Bilino Polje","Sayat Karabaev","","https://fbref.com/en/matches/a62eec2a/Bosnia-and-Herzegovina-Liechtenstein-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"20:45","Luxembourg lu",3,"is Iceland",1,7427,"Stade de Luxembourg","Goga Kikacheishvili","","https://fbref.com/en/matches/cb5e52e7/Luxembourg-Iceland-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"20:45","Slovakia sk",0,"pt Portugal",1,21473,"Štadión Tehelné pole","Glenn Nyberg","","https://fbref.com/en/matches/ef6f2db5/Slovakia-Portugal-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"21:45","Cyprus cy",0,"sct Scotland",3,6633,"AEK Arena - George Karapatakis","Balázs Berke","","https://fbref.com/en/matches/1db57a1b/Cyprus-Scotland-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Fri",2023-09-08,"21:45","Türkiye tr",1,"am Armenia",1,31740,"Yeni Eskişehir Stadyumu","Daniele Orsato","","https://fbref.com/en/matches/3668875e/Turkiye-Armenia-September-8-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"17:00","Azerbaijan az",0,"be Belgium",1,4500,"Liv Bona Dea Arena","Nenad Minaković","","https://fbref.com/en/matches/b4ef9ef7/Azerbaijan-Belgium-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"18:00","Andorra ad",0,"by Belarus",0,1026,"Estadi Nacional","Eldorjan Hamiti","","https://fbref.com/en/matches/5b117fbd/Andorra-Belarus-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"19:00","Ukraine ua",1,"eng England",1,39000,"Tarczyński Arena Wrocław","Georgi Kabakov","","https://fbref.com/en/matches/a067451d/Ukraine-England-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"19:00","Estonia ee",0,"se Sweden",5,11411,"A. Le Coq Arena","Horațiu Fesnic","","https://fbref.com/en/matches/a1056614/Estonia-Sweden-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"20:45","Kosovo xk",2,"ch Switzerland",2,12700,"Stadiumi Fadil Vokrri","Jakob Kehlet","","https://fbref.com/en/matches/b75e33e5/Kosovo-Switzerland-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"20:45","N. Macedonia mk",1,"it Italy",1,28126,"Nationala Arena Toše Proeski","François Letexier","","https://fbref.com/en/matches/fa72dcc1/North-Macedonia-Italy-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","5","Sat",2023-09-09,"21:45","Romania ro",1,"il Israel",1,49193,"Arena Naţională","Slavko Vinčič","","https://fbref.com/en/matches/bce398a0/Romania-Israel-September-9-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"17:00","Faroe Islands fo",0,"md Moldova",1,2710,"Tórsvøllur","Vassilis Fotias","","https://fbref.com/en/matches/a7a11d29/Faroe-Islands-Moldova-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"18:00","Montenegro me",2,"bg Bulgaria",1,4232,"Stadion Pod Goricom","Harm Osmers","","https://fbref.com/en/matches/f7343ae0/Montenegro-Bulgaria-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"19:00","Finland fi",0,"dk Denmark",1,32571,"Helsingin olympiastadion","Szymon Marciniak","","https://fbref.com/en/matches/17b0b49f/Finland-Denmark-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"19:00","Kazakhstan kz",1,"nir Northern Ireland",0,28458,"Astana Arena","Daniel Schlager","","https://fbref.com/en/matches/cbd7dd54/Kazakhstan-Northern-Ireland-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"19:45","Rep. of Ireland ie",1,"nl Netherlands",2,49807,"Aviva Stadium","Irfan Peljto","","https://fbref.com/en/matches/24e4bf78/Republic-of-Ireland-Netherlands-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"20:45","Albania al",2,"pl Poland",0,21900,"Air Albania Stadium","José Sánchez","","https://fbref.com/en/matches/95ef12bc/Albania-Poland-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"20:45","San Marino sm",0,"si Slovenia",4,844,"San Marino Stadium","Mykola Balakin","","https://fbref.com/en/matches/c0716b07/San-Marino-Slovenia-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"21:45","Greece gr",5,"gi Gibraltar",0,9774,"Agia Sophia Stadium","Manfredas Lukjančukas","","https://fbref.com/en/matches/2b117929/Greece-Gibraltar-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Sun",2023-09-10,"21:45","Lithuania lt",1,"rs Serbia",3,8586,"S. Dariaus ir S. Girėno stadionas","Sascha Stegemann","","https://fbref.com/en/matches/88145365/Lithuania-Serbia-September-10-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Mon",2023-09-11,"18:45","Iceland is",1,"ba Bosnia & Herz'na",0,5229,"Laugardalsvöllur","Lawrence Visser","","https://fbref.com/en/matches/3d002dc5/Iceland-Bosnia-and-Herzegovina-September-11-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Mon",2023-09-11,"19:45","Portugal pt",9,"lu Luxembourg",0,18932,"Estádio Algarve","John Brooks","","https://fbref.com/en/matches/3631b2f7/Portugal-Luxembourg-September-11-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Mon",2023-09-11,"20:00","Armenia am",0,"hr Croatia",1,14233,"Vazgen Sargsyan anvan Hanrapetakan Marza...","Clément Turpin","","https://fbref.com/en/matches/37bc3dab/Armenia-Croatia-September-11-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Mon",2023-09-11,"20:45","Slovakia sk",3,"li Liechtenstein",0,13679,"Štadión Tehelné pole","Sander van der Eijk","","https://fbref.com/en/matches/eafbc3c5/Slovakia-Liechtenstein-September-11-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Mon",2023-09-11,"21:45","Latvia lv",0,"wls Wales",2,6464,"Stadions Skonto","Michal Očenáš","","https://fbref.com/en/matches/83a47574/Latvia-Wales-September-11-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Tue",2023-09-12,"20:45","Norway no",2,"ge Georgia",1,23665,"Ullevaal Stadion","Nikola Dabanović","","https://fbref.com/en/matches/079f2ab1/Norway-Georgia-September-12-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Tue",2023-09-12,"20:45","Malta mt",0,"mk N. Macedonia",2,3158,"Ta'Qali National Stadium","Henrik Nalbandyan","","https://fbref.com/en/matches/0d7be769/Malta-North-Macedonia-September-12-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Tue",2023-09-12,"20:45","Sweden se",1,"at Austria",3,43228,"Friends Arena","Serdar Gözübüyük","","https://fbref.com/en/matches/3a859826/Sweden-Austria-September-12-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Tue",2023-09-12,"20:45","Spain es",6,"cy Cyprus",0,17311,"Estadio Nuevo Los Cármenes","Simone Sozza","","https://fbref.com/en/matches/4409f65b/Spain-Cyprus-September-12-2023-UEFA-Euro-Qualifying",NA,NA
"UEFA European Football Championship Qualifying","M",NA,2024,"Group stage","6","Tue",2023-09-12,"20:45","Belgium be",5,"ee Estonia",0,24127,"Stade Roi Baudouin","Bartosz Frankowski","","https://fbref.com/en/matches/7f784306/Belgium-Estonia-September-12-2023-UEFA-Euro-Qualifying",NA,NA
