"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-06-20,"20:15","Ecuador ec",3,"cr Costa Rica",1,10000,"Subaru Park (Neutral Site)","Víctor Cáceres","","https://fbref.com/en/matches/f7c770de/Ecuador-Costa-Rica-June-20-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-06-20,"20:30","Uruguay uy",2,"cu Cuba",0,20000,"Estadio Centenario","Braulio da Silva Machado","","https://fbref.com/en/matches/04a468e4/Uruguay-Cuba-June-20-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-06-20,"20:45","Germany de",0,"co Colombia",2,50421,"Veltins-Arena","Halil Umut Meler","","https://fbref.com/en/matches/19327273/Germany-Colombia-June-20-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-06-20,"21:00","Malaysia my",10,"pg Papua NG",0,9592,"Sultan Mizan Zainal Abidin Stadium","Yudi Nurcahya","","https://fbref.com/en/matches/be25f5c4/Malaysia-Papua-New-Guinea-June-20-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sun",2023-08-27,"16:00","Bolivia bo",1,"pa Panama",2,8000,"Estadio Félix Capriles","Pablo Echavarría","","https://fbref.com/en/matches/93dd30c2/Bolivia-Panama-August-27-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-08-28,"20:00","Tahiti pf",9,"ck Cook Islands",1,NA,"Stade Pater Te Hono Nui","","","https://fbref.com/en/matches/675a94b1/Tahiti-Cook-Islands-August-28-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-08-31,"20:00","Cook Islands ck",0,"pf Tahiti",3,NA,"Stade Pater Te Hono Nui","Carlito Martin","","https://fbref.com/en/matches/f4778eb6/Cook-Islands-Tahiti-August-31-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sun",2023-09-03,"17:00","Bangladesh bd",0,"af Afghanistan",0,NA,"Bashundhara Kings Arena","Prakash Nath Shrestha","","https://fbref.com/en/matches/55398360/Bangladesh-Afghanistan-September-3-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sun",2023-09-03,"18:00","Guatemala gt",0,"hn Honduras",0,NA,"DRV PNK Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/e13717d3/Guatemala-Honduras-September-3-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Wed",2023-09-06,"17:00","Malaysia my",2,"sy Syria",2,NA,"East-Town Football Park (Neutral Site)","Shen Yinhao","","https://fbref.com/en/matches/19db38ea/Malaysia-Syria-September-6-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Wed",2023-09-06,"18:45","Oman om",2,"ps Palestine",1,NA,"Sultan Qaboos Sport Complex","Khalid Saleh Al Turais","","https://fbref.com/en/matches/5aa6556c/Oman-Palestine-September-6-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Wed",2023-09-06,"19:30","Macau mo",0,"bt Bhutan",1,NA,"Estádio Campo Desportivo","Woo Chun Sing","","https://fbref.com/en/matches/faa29b7e/Macau-Bhutan-September-6-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Wed",2023-09-06,"20:00","Malta mt",1,"gi Gibraltar",0,821,"Ta'Qali National Stadium","Miloš Bošković","","https://fbref.com/en/matches/864f9543/Malta-Gibraltar-September-6-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"17:00","Bangladesh bd",1,"af Afghanistan",1,NA,"Bashundhara Kings Arena","Prajwol Chhetri","","https://fbref.com/en/matches/fdf45158/Bangladesh-Afghanistan-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"19:00","Norway no",6,"jo Jordan",0,10532,"Ullevaal Stadion","Kristoffer Karlsson","","https://fbref.com/en/matches/29f3e91c/Norway-Jordan-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"19:00","Bulgaria bg",0,"ir IR Iran",1,13253,"Stadion Hristo Botev","Lazar Lukić","","https://fbref.com/en/matches/672ec373/Bulgaria-IR-Iran-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"19:00","Cambodia kh",1,"hk Hong Kong",1,NA,"Phnom Penh National Olympic Stadium","Clifford Daypuyat","","https://fbref.com/en/matches/bec66271/Cambodia-Hong-Kong-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"19:45","Wales wls",0,"kr Korea Republic",0,13668,"Cardiff City Stadium","William Collum","","https://fbref.com/en/matches/c1557631/Wales-Korea-Republic-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"20:00","Kuwait kw",3,"bh Bahrain",1,NA,"Police Officers Club Stadium (Neutral Site)","Yahya Ali Al Mulla","","https://fbref.com/en/matches/dd655993/Kuwait-Bahrain-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-09-07,"20:30","Austria at",1,"md Moldova",1,13200,"Raiffeisen Arena","Robert Jones","","https://fbref.com/en/matches/d2599f30/Austria-Moldova-September-7-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-09-08,"17:00","Myanmar mm",0,"np Nepal",0,5180,"Thuwunna Youth Training Center Stadium","Songkran Bunmeekiart","","https://fbref.com/en/matches/6e684b72/Myanmar-Nepal-September-8-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-09-08,"19:00","Chinese Taipei tw",1,"ph Philippines",1,NA,"Kaohsiung National Stadium","Lê Vũ Linh","","https://fbref.com/en/matches/2f9ab5e8/Chinese-Taipei-Philippines-September-8-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-09-08,"19:30","Singapore sg",0,"tj Tajikistan",2,2211,"Bishan Stadium","Thoriq Munir Alkatiri","","https://fbref.com/en/matches/2d3b378f/Singapore-Tajikistan-September-8-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-09-08,"19:30","Indonesia id",2,"tm Turkmenistan",0,13814,"Stadion Gelora Bung Tomo","Usaid Jamal","","https://fbref.com/en/matches/5bda5296/Indonesia-Turkmenistan-September-8-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-09-08,"20:00","Saudi Arabia sa",1,"cr Costa Rica",3,5000,"St James' Park (Neutral Site)","John Brooks","","https://fbref.com/en/matches/882a3716/Saudi-Arabia-Costa-Rica-September-8-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-09-09,"15:00","South Africa za",0,"na Namibia",0,500,"Orlando Stadium","Godfrey Nkhakananga","","https://fbref.com/en/matches/26432513/South-Africa-Namibia-September-9-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-09-09,"16:30","United States us",3,"uz Uzbekistan",0,15569,"Citypark","Nelson Salgado","","https://fbref.com/en/matches/66385fb9/United-States-Uzbekistan-September-9-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-09-09,"19:35","China PR cn",1,"my Malaysia",1,26138,"Chengdu Phoenix Hill Stadium","Abdulhadi Al Asmar Al Ruaile","","https://fbref.com/en/matches/5d2ca300/China-PR-Malaysia-September-9-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-09-09,"20:45","Germany de",1,"jp Japan",4,24980,"AOK Stadion","João Pinheiro","","https://fbref.com/en/matches/cfc6f12b/Germany-Japan-September-9-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-09-09,"21:00","Mexico mx",2,"au Australia",2,52787,"AT&T Stadium (Neutral Site)","Rubiel Vazquez","","https://fbref.com/en/matches/812127cd/Mexico-Australia-September-9-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sun",2023-09-10,"18:00","Hungary hu",1,"cz Czechia",1,54444,"Puskás Aréna","Igor Pajač","","https://fbref.com/en/matches/0c690a8f/Hungary-Czechia-September-10-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-09-11,"17:00","Nepal np",0,"mm Myanmar",1,NA,"Thuwunna Youth Training Center Stadium (Neutral Site)","Songkran Bunmeekiart","","https://fbref.com/en/matches/46262c15/Nepal-Myanmar-September-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-09-11,"19:00","Cambodia kh",4,"mo Macau",0,15285,"Phnom Penh National Olympic Stadium","Hoàng Ngọc Hà","","https://fbref.com/en/matches/a29627a0/Cambodia-Macau-September-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-09-11,"19:30","Vietnam vn",2,"ps Palestine",0,NA,"Sân vận động Thiên Trường","Taqi Aljaafari","","https://fbref.com/en/matches/6e60ed6a/Vietnam-Palestine-September-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-09-11,"20:00","Kuwait kw",1,"kg Kyrgyz Republic",3,NA,"The Sevens Stadium (Neutral Site)","Sultan Mohamed Al Hammadi","","https://fbref.com/en/matches/4f78b161/Kuwait-Kyrgyz-Republic-September-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-09-11,"20:00","Hong Kong hk",10,"bn Brunei",0,6097,"Hong Kong Stadium","Warintorn Sassadee","","https://fbref.com/en/matches/7460d7cb/Hong-Kong-Brunei-Darussalam-September-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"14:23","Japan jp",4,"tr Türkiye",2,7202,"Cegeka Arena (Neutral Site)","Allard Lindhout","","https://fbref.com/en/matches/df8aaf47/Japan-Turkiye-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"16:00","Kenya ke",0,"ss South Sudan",1,NA,"Safaricom Stadium Kasarani","Abdoul Karim Twagiramukiza","","https://fbref.com/en/matches/c6b978a8/Kenya-South-Sudan-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"16:00","Ghana gh",3,"lr Liberia",1,NA,"Accra Sports Stadium","Kouassi Attisso Attiogbe","","https://fbref.com/en/matches/dc5e5aae/Ghana-Liberia-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"17:00","South Africa za",1,"cd Congo DR",0,9140,"Orlando Stadium","Thulani Sibandze","","https://fbref.com/en/matches/808d27d7/South-Africa-Congo-DR-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"17:00","UAE ae",4,"cr Costa Rica",1,NA,"Stadion Maksimir (Neutral Site)","Ante Čulina","","https://fbref.com/en/matches/ab953b9e/United-Arab-Emirates-Costa-Rica-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"17:30","Saudi Arabia sa",0,"kr Korea Republic",1,NA,"St James' Park (Neutral Site)","Andy Madley","","https://fbref.com/en/matches/9c3529eb/Saudi-Arabia-Korea-Republic-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:00","Egypt eg",1,"tn Tunisia",3,NA,"30 June Air Defence Stadium","Ammar Ashkanani","","https://fbref.com/en/matches/5074b7ec/Egypt-Tunisia-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:00","Bahrain bh",1,"tm Turkmenistan",1,NA,"Police Officers Club Stadium (Neutral Site)","Adel Ali Al Naqbi","","https://fbref.com/en/matches/70b931eb/Bahrain-Turkmenistan-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:00","Senegal sn",0,"dz Algeria",1,NA,"Stade Président Abdoulaye Wade","Dahane Beida","","https://fbref.com/en/matches/79dd29a1/Senegal-Algeria-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:00","Philippines ph",2,"af Afghanistan",1,NA,"Rizal Memorial Stadium","Nazmi Nasaruddin","","https://fbref.com/en/matches/ea788c9c/Philippines-Afghanistan-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:00","Côte d'Ivoire ci",0,"ml Mali",0,NA,"Stade Olympique Alassane Ouattara d'Ebim...","Mawabwe Bodjona","Match Suspended","https://fbref.com/en/matches/f9c0711d/Cote-dIvoire-Mali-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:30","Singapore sg",3,"tw Chinese Taipei",1,2189,"Bishan Stadium","Mick Jon Pineda","","https://fbref.com/en/matches/b1b995c6/Singapore-Chinese-Taipei-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:30","Morocco ma",1,"bf Burkina Faso",0,NA,"Stade Bollaert-Delelis (Neutral Site)","Jérémie Pignard","","https://fbref.com/en/matches/c55e273a/Morocco-Burkina-Faso-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:35","China PR cn",0,"sy Syria",1,12367,"Chengdu Phoenix Hill Stadium","Sami Ahmed Al Jurays","","https://fbref.com/en/matches/c71efcde/China-PR-Syria-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:37","United States us",4,"om Oman",0,13665,"Allianz Field","Mario Escobar","","https://fbref.com/en/matches/7664b57a/United-States-Oman-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"19:45","Scotland sct",1,"eng England",3,49129,"Hampden Park","Davide Massa","","https://fbref.com/en/matches/1461ddd6/Scotland-England-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"20:00","Azerbaijan az",2,"jo Jordan",1,NA,"Dalğa Arena","Arda Kardeşler","","https://fbref.com/en/matches/1305d8f5/Azerbaijan-Jordan-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"20:00","IR Iran ir",4,"ao Angola",0,NA,"Azadi Stadium","Mohammed Khaled Al Hoish","","https://fbref.com/en/matches/eb9875da/IR-Iran-Angola-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"20:00","Mexico mx",3,"uz Uzbekistan",3,33817,"Mercedes-Benz Stadium (Neutral Site)","Victor Rivas","","https://fbref.com/en/matches/16d1a4fe/Mexico-Uzbekistan-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-09-12,"21:00","Germany de",2,"fr France",1,60486,"Signal Iduna Park","Anthony Taylor","","https://fbref.com/en/matches/1a3bf09a/Germany-France-September-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-10,"19:35","China PR cn",2,"vn Vietnam",0,9219,"Dalian Sports Center Stadium","Woo Chun Sing","","https://fbref.com/en/matches/c73dda53/China-PR-Vietnam-October-10-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Wed",2023-10-11,"19:45","Wales wls",4,"gi Gibraltar",0,10008,"STōK Racecourse","Philip Farrugia","","https://fbref.com/en/matches/4fa624e4/Wales-Gibraltar-October-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"18:00","Montenegro me",3,"lb Lebanon",2,1337,"Stadion Pod Goricom","Eldorjan Hamiti","","https://fbref.com/en/matches/7fa788d4/Montenegro-Lebanon-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"19:00","Bahrain bh",2,"kg Kyrgyz Republic",0,NA,"Sheikh Ali bin Mohammed Stadium","Majed Mohammed Al Shamrani","","https://fbref.com/en/matches/5196460a/Bahrain-Kyrgyz-Republic-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"19:00","Sweden se",3,"md Moldova",1,10097,"Friends Arena","Antti Munukka","","https://fbref.com/en/matches/f1b8faf1/Sweden-Moldova-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"20:00","Georgia ge",8,"th Thailand",0,15876,"Mikheil Meskhis sakhelobis Stadioni","Rohit Saggi","","https://fbref.com/en/matches/05bce078/Georgia-Thailand-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"20:00","UAE ae",1,"kw Kuwait",0,NA,"Al Maktoum Stadium","Ibrahim Nour El Din","","https://fbref.com/en/matches/17d02717/United-Arab-Emirates-Kuwait-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"20:00","Algeria dz",5,"cv Cape Verde",1,NA,"Stade Mohamed-Hamlaoui","Mehrez Melki","","https://fbref.com/en/matches/c4d91304/Algeria-Cape-Verde-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-10-12,"20:00","Egypt eg",1,"zm Zambia",0,NA,"Hazza bin Zayed Stadium (Neutral Site)","Ahmed Eisa Darwish","","https://fbref.com/en/matches/cdca6081/Egypt-Zambia-October-12-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"15:00","Equ. Guinea gq",0,"bf Burkina Faso",0,NA,"Nuevo Estadio de Malabo","Blaise Ngwa","","https://fbref.com/en/matches/57da5d16/Equatorial-Guinea-Burkina-Faso-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"15:00","Mozambique mz",1,"ao Angola",1,NA,"Estádio Municipal de Albufeira (Neutral Site)","Gustavo Correia","","https://fbref.com/en/matches/5847556c/Mozambique-Angola-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"17:00","Guinea-Bissau gw",0,"gn Guinea",1,NA,"Estádio do Bonfim (Neutral Site)","António Nobre","","https://fbref.com/en/matches/02f9437a/Guinea-Bissau-Guinea-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"17:00","Saudi Arabia sa",2,"ng Nigeria",2,NA,"Estádio do Portimonense SC (Neutral Site)","Luís Godinho","","https://fbref.com/en/matches/9baf7b4b/Saudi-Arabia-Nigeria-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"18:00","South Africa za",0,"sz Eswatini",0,NA,"FNB Stadium","Retṧelisitsoe Molise","","https://fbref.com/en/matches/81855ffc/South-Africa-Eswatini-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"18:00","New Zealand nz",1,"cd Congo DR",1,NA,"Estadio Enrique Roca de Murcia (Neutral Site)","Jason Barcelo","","https://fbref.com/en/matches/c29b6e54/New-Zealand-Congo-DR-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"19:00","Mali ml",1,"ug Uganda",0,NA,"Stade du 26 Mars","Vincent Kaboré","","https://fbref.com/en/matches/7099a3a6/Mali-Uganda-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"19:35","Japan jp",4,"ca Canada",1,37125,"Denka Big Swan Stadium","Alex King","","https://fbref.com/en/matches/a061b9e4/Japan-Canada-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"19:45","England eng",1,"au Australia",0,81116,"Wembley Stadium","Stéphanie Frappart","","https://fbref.com/en/matches/b1fbabe1/England-Australia-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-10-13,"20:00","Korea Republic kr",4,"tn Tunisia",0,59018,"Suwon World Cup Stadium","Amirul Izwan Yaacob","","https://fbref.com/en/matches/938b4f5f/Korea-Republic-Tunisia-October-13-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"14:00","United States us",1,"de Germany",3,37743,"Pratt & Whitney Stadium at Rentschler Fi...","Fernando Guerrero","","https://fbref.com/en/matches/a392d272/United-States-Germany-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"16:30","Niger ne",3,"so Somalia",0,NA,"Stade El Bachir (Neutral Site)","Redouane Jiyed","","https://fbref.com/en/matches/5f4d1d70/Niger-Somalia-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"17:00","Côte d'Ivoire ci",1,"ma Morocco",1,22135,"Stade Félix Houphouët-Boigny","Raphiou Ligali","","https://fbref.com/en/matches/2339884f/Cote-dIvoire-Morocco-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"17:00","Sierra Leone sl",1,"bj Benin",1,NA,"Stade du Phosphate (Neutral Site)","Mustapha Kechaf","","https://fbref.com/en/matches/eeab5ed4/Sierra-Leone-Benin-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"19:30","Madagascar mg",1,"mr Mauritania",2,NA,"Stade El Bachir (Neutral Site)","Karim Sabry","","https://fbref.com/en/matches/877202d3/Madagascar-Mauritania-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"20:15","Liberia lr",2,"ly Libya",3,NA,"Stade du Phosphate (Neutral Site)","Bouchra Karboubi","","https://fbref.com/en/matches/84d46073/Liberia-Libya-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-10-14,"20:30","Mexico mx",2,"gh Ghana",0,60263,"Bank of America Stadium (Neutral Site)","Joe Dickerson","","https://fbref.com/en/matches/52b32b60/Mexico-Ghana-October-14-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sun",2023-10-15,"19:00","Sudan sd",1,"tz Tanzania",1,NA,"King Fahd Sport City Stadium (Neutral Site)","","","https://fbref.com/en/matches/9e0adf06/Sudan-Tanzania-October-15-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-10-16,"16:00","Nigeria ng",3,"mz Mozambique",2,NA,"Estádio Municipal de Albufeira (Neutral Site)","Miguel Nogueira","","https://fbref.com/en/matches/0c6a0603/Nigeria-Mozambique-October-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-10-16,"16:00","Botswana bw",2,"sz Eswatini",1,NA,"Lobatse Sports Complex","Jelly Chavani","","https://fbref.com/en/matches/18312a5d/Botswana-Eswatini-October-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-10-16,"19:35","China PR cn",1,"uz Uzbekistan",2,12868,"Dalian Sports Center Stadium","Tam Ping Wun","","https://fbref.com/en/matches/11561fec/China-PR-Uzbekistan-October-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-10-16,"20:00","Egypt eg",1,"dz Algeria",1,NA,"Hazza bin Zayed Stadium (Neutral Site)","Yahya Ali Al Mulla","","https://fbref.com/en/matches/92d18ba8/Egypt-Algeria-October-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-10-16,"20:30","Senegal sn",1,"cm Cameroon",0,NA,"Stade Bollaert-Delelis (Neutral Site)","Willy Delajod","","https://fbref.com/en/matches/7eb0ee74/Senegal-Cameroon-October-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"15:00","N. Macedonia mk",3,"am Armenia",1,2075,"Stadion Blagoj Istatov","Nikola Dabanović","","https://fbref.com/en/matches/3044006e/North-Macedonia-Armenia-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"15:00","Cape Verde cv",1,"km Comoros",2,NA,"Stade Parsemain (Neutral Site)","Jason Barcelo","","https://fbref.com/en/matches/924fb40b/Cape-Verde-Comoros-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"15:30","Angola ao",0,"cd Congo DR",0,NA,"Estádio do Bonfim (Neutral Site)","Luís Godinho","","https://fbref.com/en/matches/92d7266b/Angola-Congo-DR-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"16:00","Libya ly",1,"ne Niger",1,NA,"Stade du Phosphate (Neutral Site)","Mustapha Kechaf","","https://fbref.com/en/matches/3f982d4d/Libya-Niger-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"16:00","Saudi Arabia sa",1,"ml Mali",3,NA,"Estádio do Portimonense SC (Neutral Site)","António Nobre","","https://fbref.com/en/matches/5fbdcc9d/Saudi-Arabia-Mali-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"16:00","Benin bj",1,"mg Madagascar",2,NA,"Stade Larbi-Zaouli (Neutral Site)","Redouane Jiyed","","https://fbref.com/en/matches/8b170ac5/Benin-Madagascar-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"18:00","Albania al",2,"bg Bulgaria",0,17232,"Air Albania Stadium","Mervan Bejtullahu","","https://fbref.com/en/matches/00f537d9/Albania-Bulgaria-October-17-2023-Friendlies-M",NA,NA
